user_id,monthly_income,age,risk_tolerance,job_industry,dependent_count,monthly_expenses,emergency_fund_ratio,spending_volatility,income_stability,savings_goal_timeline,fixed_deposit_rate,savings_account_rate,debt_to_income_ratio,fixed_deposit_allocation_percentage,savings_account_allocation_percentage
236,5950.88,36,5.56,Education,1,5564.07,0.36,0.24,0.95,23,2.99,0.67,0.13,70.0,30.0
237,2500.0,44,5.3,Government,1,1908.85,0.58,0.24,1.0,28,2.68,0.51,0.45,73.0,27.0
238,5279.68,33,8.47,Government,3,4543.34,0.48,0.22,1.0,28,3.06,0.53,0.07,80.0,20.0
239,4007.32,23,6.36,Government,1,2597.96,0.58,0.23,0.88,19,3.05,0.53,0.16,69.0,31.0
240,6278.65,41,6.3,Energy,0,4656.08,0.13,0.17,0.89,9,2.37,0.31,0.27,66.0,34.0
241,3811.22,48,3.04,Services,3,2620.01,0.34,0.23,0.89,9,2.71,0.35,0.38,55.0,45.0
242,4827.9,29,4.95,Finance,1,3619.64,0.64,0.12,1.0,16,2.9,0.48,0.19,69.0,31.0
243,5757.48,31,4.77,Finance,2,4189.93,0.8,0.2,0.95,46,3.3,0.67,0.23,78.0,22.0
244,6298.63,39,4.32,Services,2,5004.34,0.34,0.24,0.95,6,2.85,0.45,0.32,59.0,41.0
245,3199.56,47,4.3,Manufacturing,0,2235.3,0.34,0.16,0.81,22,2.87,0.55,0.25,63.0,37.0
246,4498.25,30,2.79,Healthcare,0,2408.51,0.5,0.21,0.98,21,2.75,0.41,0.17,62.0,38.0
247,4287.58,24,3.59,Manufacturing,0,2070.5,0.45,0.22,0.95,24,2.78,0.59,0.34,65.0,35.0
248,4020.01,40,6.81,Energy,4,3133.87,0.48,0.16,0.95,23,3.11,0.35,0.36,75.0,25.0
249,7648.18,41,5.29,Construction,2,6772.53,0.1,0.26,0.77,16,2.82,0.61,0.39,60.0,40.0
250,5607.47,35,4.74,Healthcare,0,3854.09,0.36,0.22,1.0,32,3.1,0.5,0.32,73.0,27.0
251,3108.67,30,5.49,Energy,2,2274.47,0.52,0.12,0.9,10,2.76,0.48,0.29,65.0,35.0
252,6376.79,42,7.25,Energy,2,6479.95,0.1,0.2,0.95,38,2.88,0.57,0.44,80.0,20.0
253,8183.23,39,5.51,Education,0,6370.73,0.16,0.27,0.95,27,2.44,0.63,0.23,71.0,29.0
254,6548.7,28,6.31,Services,1,5433.98,0.13,0.2,0.82,16,2.69,0.34,0.28,66.0,34.0
255,2720.95,35,4.23,Services,2,1885.87,0.5,0.17,0.84,18,2.74,0.57,0.32,62.0,38.0
256,4273.65,24,4.57,Technology,0,3219.06,0.26,0.17,0.86,33,2.79,0.33,0.25,70.0,30.0
257,6900.37,40,6.03,Retail,3,6136.44,0.22,0.19,0.9,13,2.78,0.43,0.15,67.0,33.0
258,3938.5,32,8.34,Healthcare,2,2730.67,0.41,0.14,1.0,24,2.77,0.3,0.2,80.0,20.0
259,5665.73,31,7.64,Retail,0,3623.74,0.21,0.27,0.81,23,3.05,0.47,0.48,71.0,29.0
260,6161.95,34,6.37,Services,3,4375.01,0.47,0.25,0.95,23,2.71,0.52,0.36,72.0,28.0
261,3609.6,35,5.73,Finance,0,2088.7,0.76,0.25,0.77,28,2.93,0.6,0.18,67.0,33.0
262,4910.71,42,7.6,Finance,3,3419.12,0.34,0.12,0.83,29,2.81,0.53,0.13,77.0,23.0
263,2500.0,39,6.69,Services,1,2050.55,0.11,0.21,0.91,27,2.74,0.51,0.19,75.0,25.0
264,3463.42,33,2.06,Energy,2,2671.99,0.33,0.25,0.83,32,3.23,0.59,0.21,59.0,41.0
265,4621.15,41,3.92,Technology,2,3082.34,0.47,0.15,0.79,26,2.92,0.63,0.37,63.0,37.0
266,3128.33,38,6.01,Services,0,2195.26,0.46,0.2,0.95,19,2.78,0.6,0.11,70.0,30.0
267,7448.62,31,2.82,Technology,1,5326.99,0.53,0.15,0.93,14,2.93,0.7,0.46,59.0,41.0
268,2854.79,34,4.15,Healthcare,1,2371.06,0.31,0.24,1.0,24,2.92,0.45,0.34,68.0,32.0
269,4339.93,33,4.45,Government,2,3454.59,0.36,0.19,0.85,27,2.78,0.63,0.42,66.0,34.0
270,5196.11,39,5.12,Government,0,2630.69,0.1,0.2,1.0,9,2.6,0.35,0.31,65.0,35.0
271,7161.91,32,5.07,Government,4,6019.27,0.49,0.14,1.0,27,2.72,0.38,0.28,74.0,26.0
272,2846.21,31,5.07,Technology,2,1824.81,0.2,0.28,0.75,17,2.3,0.5,0.24,59.0,41.0
273,6744.75,50,6.74,Technology,0,4763.82,0.43,0.2,0.85,16,2.68,0.45,0.25,68.0,32.0
274,5015.35,42,5.1,Services,2,4564.65,0.27,0.24,0.95,25,2.93,0.57,0.33,69.0,31.0
275,3527.74,28,4.92,Technology,1,1923.19,0.39,0.22,0.95,7,2.86,0.55,0.26,62.0,38.0
276,5693.16,39,3.48,Technology,3,4718.58,0.54,0.15,0.84,35,2.75,0.66,0.18,67.0,33.0
277,5298.59,35,7.04,Construction,1,4460.37,0.33,0.12,0.74,31,2.9,0.55,0.05,74.0,26.0
278,4099.67,38,4.49,Retail,0,2025.61,0.29,0.19,0.95,14,2.99,0.55,0.27,64.0,36.0
279,5104.7,36,3.87,Healthcare,0,3095.99,0.4,0.26,0.95,22,2.83,0.39,0.44,64.0,36.0
280,4422.03,44,5.82,Education,4,4023.9,0.3,0.1,0.66,25,2.75,0.47,0.26,66.0,34.0
281,5170.28,37,4.35,Services,1,4303.83,0.26,0.3,0.83,18,2.75,0.59,0.0,59.0,41.0
282,5993.2,34,4.71,Energy,0,4222.02,0.68,0.24,0.95,20,2.62,0.7,0.35,66.0,34.0
283,7379.03,43,5.89,Technology,1,5883.99,0.12,0.21,0.73,23,2.96,0.42,0.27,65.0,35.0
284,3143.28,36,5.01,Manufacturing,0,2232.5,0.5,0.19,0.86,23,3.22,0.62,0.21,67.0,33.0
285,8199.55,35,8.97,Healthcare,0,5023.76,0.38,0.24,0.92,22,2.55,0.5,0.09,79.0,21.0
286,2500.0,37,5.39,Construction,2,2443.02,0.28,0.14,0.85,24,2.69,0.51,0.34,69.0,31.0
287,4772.32,34,6.43,Healthcare,0,2781.83,0.45,0.22,0.91,26,2.86,0.42,0.38,73.0,27.0
288,5882.48,35,2.59,Retail,1,2588.29,0.41,0.22,0.9,21,2.74,0.45,0.27,59.0,41.0
289,5421.49,30,4.21,Manufacturing,1,2802.59,0.6,0.29,0.83,27,2.93,0.49,0.19,63.0,37.0
290,4065.95,28,3.87,Manufacturing,1,2854.87,0.23,0.18,0.92,33,2.63,0.59,0.06,69.0,31.0
291,4687.82,27,4.07,Construction,1,3180.82,0.32,0.2,0.81,27,2.39,0.65,0.44,64.0,36.0
292,4260.5,23,6.12,Finance,2,3048.97,0.55,0.2,1.0,37,2.99,0.45,0.24,80.0,20.0
293,4115.95,27,7.05,Construction,0,2737.19,0.37,0.17,0.85,12,2.95,0.44,0.29,68.0,32.0
294,6274.4,33,6.02,Healthcare,1,5314.71,0.48,0.27,0.83,19,2.97,0.58,0.28,65.0,35.0
295,5535.52,35,5.16,Education,0,3849.42,0.58,0.15,0.76,26,3.19,0.48,0.29,66.0,34.0
296,3960.64,32,4.55,Finance,1,3114.41,0.48,0.12,0.83,25,2.7,0.61,0.28,67.0,33.0
297,6349.4,23,7.17,Finance,1,3785.66,0.31,0.21,0.84,20,3.17,0.56,0.28,71.0,29.0
298,5460.95,47,8.61,Finance,2,3919.14,0.35,0.16,0.82,28,3.1,0.44,0.38,79.0,21.0
299,6219.29,43,5.7,Construction,2,5373.73,0.58,0.21,0.74,25,2.74,0.59,0.35,66.0,34.0
300,5944.44,38,6.91,Manufacturing,1,4320.9,0.42,0.23,0.85,33,2.57,0.55,0.4,75.0,25.0
301,3756.51,50,6.02,Services,0,2620.94,0.37,0.21,0.92,15,2.6,0.48,0.33,68.0,32.0
302,4159.73,27,6.63,Manufacturing,2,3550.94,0.46,0.2,0.71,24,2.94,0.55,0.24,67.0,33.0
303,6120.94,50,3.75,Education,4,5712.47,0.21,0.1,0.77,20,2.59,0.4,0.3,61.0,39.0
304,5915.56,27,4.77,Technology,0,4780.9,0.36,0.23,0.93,30,2.85,0.46,0.22,70.0,30.0
305,4968.65,36,6.09,Construction,0,2965.52,0.39,0.21,0.83,28,2.76,0.58,0.38,71.0,29.0
306,5175.99,24,7.32,Technology,0,2940.43,0.39,0.29,0.68,20,2.85,0.47,0.09,65.0,35.0
307,6916.5,35,4.27,Technology,1,3602.48,0.34,0.26,0.85,32,2.98,0.55,0.34,67.0,33.0
308,4112.64,38,2.45,Technology,1,3279.2,0.35,0.13,0.89,23,2.88,0.35,0.28,61.0,39.0
309,5820.65,33,4.75,Finance,3,4487.09,0.38,0.25,0.98,14,2.97,0.49,0.3,64.0,36.0
310,4696.71,40,7.02,Manufacturing,1,4012.22,0.62,0.14,0.95,21,3.18,0.52,0.33,76.0,24.0
311,4673.48,35,3.12,Technology,0,3153.64,0.1,0.24,0.77,42,2.42,0.44,0.33,65.0,35.0
312,6648.17,30,3.73,Manufacturing,4,5734.46,0.5,0.27,0.95,22,2.86,0.51,0.37,63.0,37.0
313,6238.12,30,5.73,Finance,0,3396.88,0.39,0.29,0.95,25,2.79,0.52,0.29,70.0,30.0
314,6220.26,41,5.33,Government,0,4569.72,0.39,0.18,1.0,26,2.8,0.4,0.28,73.0,27.0
315,6958.22,29,6.39,Construction,0,4485.35,0.34,0.24,0.78,23,2.39,0.3,0.21,68.0,32.0
316,5031.51,42,3.66,Retail,0,3405.22,0.48,0.25,0.78,36,2.84,0.41,0.26,64.0,36.0
317,6022.93,44,5.01,Finance,2,5134.75,0.54,0.22,0.82,29,2.7,0.3,0.21,67.0,33.0
318,4534.6,23,7.29,Education,1,3374.8,0.12,0.12,0.7,29,2.94,0.57,0.37,73.0,27.0
319,5486.25,44,3.71,Construction,2,3719.8,0.71,0.21,0.92,21,3.3,0.61,0.26,63.0,37.0
320,4804.79,51,7.72,Healthcare,2,4048.28,0.42,0.23,0.9,29,2.58,0.38,0.09,78.0,22.0
321,5145.49,37,3.9,Healthcare,0,3766.6,0.42,0.2,1.0,21,2.87,0.39,0.28,66.0,34.0
322,5892.74,39,6.77,Services,1,4446.81,0.19,0.16,0.8,27,2.44,0.46,0.18,73.0,27.0
323,3772.67,43,4.94,Energy,1,2959.88,0.31,0.19,0.92,40,2.83,0.43,0.29,75.0,25.0
324,8138.58,32,3.78,Services,3,7644.74,0.6,0.25,0.86,36,2.99,0.42,0.25,67.0,33.0
325,3490.97,36,4.75,Energy,0,2130.87,0.41,0.22,0.67,23,2.9,0.33,0.26,59.0,41.0
326,3178.72,24,6.32,Construction,1,2121.19,0.46,0.22,0.72,25,3.07,0.49,0.29,66.0,34.0
327,6737.17,36,5.49,Retail,3,7444.57,0.33,0.19,0.7,15,2.93,0.41,0.33,60.0,40.0
328,6187.49,38,7.18,Healthcare,0,4842.18,0.7,0.22,1.0,22,2.45,0.34,0.41,76.0,24.0
329,5936.18,39,7.65,Energy,0,3829.9,0.38,0.1,0.95,6,3.18,0.45,0.47,72.0,28.0
330,5942.52,43,3.73,Services,2,5122.09,0.57,0.2,0.95,31,2.5,0.51,0.32,69.0,31.0
331,4981.63,28,3.62,Education,1,3048.03,0.38,0.18,0.63,18,3.17,0.48,0.23,54.0,46.0
332,3654.12,30,3.54,Finance,1,2371.97,0.45,0.2,0.81,23,2.94,0.55,0.34,61.0,39.0
333,5113.71,50,4.15,Technology,3,3492.16,0.45,0.14,0.91,20,2.87,0.69,0.21,65.0,35.0
334,3984.26,33,7.16,Energy,1,2973.94,0.54,0.22,0.77,32,3.14,0.49,0.22,74.0,26.0
335,6462.68,36,6.34,Manufacturing,1,4832.21,0.51,0.3,0.92,34,2.92,0.64,0.24,75.0,25.0
336,4779.41,34,4.68,Education,0,3624.62,0.33,0.2,0.81,35,3.0,0.36,0.28,69.0,31.0
337,3761.75,28,5.48,Healthcare,2,2838.45,0.57,0.2,0.9,13,2.84,0.3,0.19,65.0,35.0
338,4517.92,47,7.61,Energy,2,4102.23,0.25,0.33,0.67,29,2.67,0.42,0.41,68.0,32.0
339,5619.4,30,8.36,Manufacturing,0,4019.51,0.22,0.15,0.79,17,2.59,0.46,0.36,73.0,27.0
340,4154.41,25,5.89,Finance,1,3884.38,0.36,0.22,0.99,25,3.22,0.38,0.2,73.0,27.0
341,3766.67,31,1.51,Finance,2,3691.54,0.46,0.28,0.85,31,3.11,0.56,0.06,57.0,43.0
342,5365.53,23,5.95,Technology,1,4717.04,0.25,0.18,0.86,21,2.77,0.44,0.23,69.0,31.0
343,5367.45,29,6.9,Technology,1,4331.13,0.39,0.24,0.75,25,2.68,0.48,0.31,69.0,31.0
344,4239.59,27,5.84,Manufacturing,1,2614.28,0.19,0.21,0.77,19,3.12,0.5,0.27,64.0,36.0
345,4293.44,39,6.59,Manufacturing,0,2916.45,0.36,0.15,0.78,32,2.99,0.62,0.28,74.0,26.0
346,5348.07,29,6.04,Healthcare,1,5000.45,0.55,0.19,1.0,22,3.02,0.44,0.21,73.0,27.0
347,2827.87,42,3.65,Manufacturing,3,2575.92,0.27,0.2,0.94,19,3.07,0.45,0.28,63.0,37.0
348,2888.8,46,4.17,Technology,1,1804.36,0.22,0.17,0.95,26,3.04,0.62,0.17,68.0,32.0
349,3922.33,41,5.02,Services,1,2949.42,0.46,0.12,0.93,31,3.19,0.65,0.27,73.0,27.0
350,4679.83,33,7.1,Healthcare,0,2578.77,0.28,0.18,0.99,12,2.97,0.65,0.1,72.0,28.0
351,5466.36,36,4.35,Technology,0,3085.11,0.76,0.13,0.95,27,2.54,0.64,0.14,70.0,30.0
352,7213.03,23,6.18,Education,0,4986.3,0.43,0.23,0.88,20,2.73,0.3,0.26,69.0,31.0
353,6286.49,33,5.96,Technology,0,4551.13,0.55,0.23,0.91,29,2.9,0.4,0.29,73.0,27.0
354,4760.09,28,7.88,Education,1,2985.67,0.2,0.14,0.95,19,2.87,0.7,0.14,77.0,23.0
355,4971.48,40,5.44,Finance,1,3248.6,0.47,0.2,0.97,17,2.96,0.56,0.39,68.0,32.0
356,3496.21,55,2.87,Government,0,1773.84,0.25,0.13,0.94,18,2.81,0.68,0.28,62.0,38.0
357,4972.23,38,6.47,Healthcare,4,4434.73,0.37,0.18,0.93,25,2.51,0.59,0.34,74.0,26.0
358,4567.01,23,8.71,Finance,1,2287.79,0.29,0.17,0.89,28,2.86,0.55,0.31,80.0,20.0
359,5484.08,32,6.57,Services,2,4080.72,0.56,0.22,0.8,19,2.44,0.56,0.22,67.0,33.0
360,3759.15,35,4.32,Healthcare,0,2473.36,0.45,0.12,1.0,24,2.46,0.48,0.16,71.0,29.0
361,5779.02,35,3.88,Government,0,2741.69,0.42,0.25,0.84,18,2.91,0.5,0.24,59.0,41.0
362,7299.11,29,4.07,Education,2,4811.05,0.6,0.26,0.86,21,2.61,0.39,0.18,62.0,38.0
363,4836.86,36,8.5,Education,0,3114.89,0.4,0.19,0.85,20,2.72,0.44,0.3,75.0,25.0
364,5602.57,25,5.01,Finance,0,3531.54,0.55,0.13,0.81,18,2.9,0.46,0.27,64.0,36.0
365,6035.22,27,4.51,Education,0,3832.14,0.67,0.1,0.93,14,2.69,0.54,0.19,65.0,35.0
366,4398.17,40,5.26,Services,0,2985.48,0.42,0.25,0.72,23,2.88,0.57,0.38,62.0,38.0
367,5336.14,26,5.02,Technology,1,2834.1,0.44,0.3,0.78,33,3.04,0.59,0.38,66.0,34.0
368,5018.89,39,7.85,Manufacturing,2,4341.54,0.54,0.2,0.84,24,2.63,0.69,0.15,75.0,25.0
369,5146.51,24,3.98,Manufacturing,1,3499.32,0.62,0.14,0.95,21,2.69,0.59,0.17,66.0,34.0
370,3840.49,49,7.27,Technology,0,2267.35,0.42,0.15,0.9,30,2.93,0.58,0.27,78.0,22.0
371,5036.77,28,5.68,Government,3,3035.0,0.3,0.26,0.98,20,2.71,0.37,0.18,70.0,30.0
372,5747.0,33,7.31,Finance,0,3581.77,0.53,0.21,1.0,25,2.93,0.34,0.34,78.0,22.0
373,7176.72,37,7.87,Government,2,6038.8,0.49,0.15,0.92,11,2.9,0.54,0.2,73.0,27.0
374,6438.91,30,5.63,Construction,3,5559.38,0.53,0.31,0.95,23,2.73,0.47,0.23,69.0,31.0
375,8229.77,36,5.03,Healthcare,0,5489.93,0.5,0.25,1.0,21,3.07,0.51,0.44,69.0,31.0
376,3848.98,39,5.6,Finance,0,2371.34,0.43,0.23,0.96,9,2.56,0.39,0.43,65.0,35.0
377,6308.48,42,5.36,Healthcare,4,5687.24,0.44,0.17,0.77,20,2.92,0.5,0.42,64.0,36.0
378,5275.01,41,3.01,Education,0,2844.57,0.51,0.26,0.95,6,2.38,0.45,0.22,55.0,45.0
379,8284.7,33,7.83,Technology,0,5381.11,0.18,0.24,0.9,19,2.82,0.55,0.37,74.0,26.0
380,3787.55,33,5.87,Energy,1,2503.49,0.6,0.19,0.83,27,2.81,0.56,0.4,70.0,30.0
381,3740.42,53,3.76,Finance,0,2010.55,0.47,0.25,0.9,16,2.56,0.53,0.19,60.0,40.0
382,4100.91,42,2.4,Technology,4,4165.13,0.27,0.25,0.95,18,3.11,0.39,0.1,58.0,42.0
383,2500.0,27,2.01,Technology,0,1231.25,0.43,0.21,0.77,11,2.58,0.49,0.29,49.0,51.0
384,4211.37,35,6.66,Healthcare,1,3254.0,0.6,0.14,0.98,26,2.73,0.67,0.11,77.0,23.0
385,3861.3,32,4.57,Technology,1,3010.22,0.44,0.15,0.85,20,3.04,0.45,0.23,65.0,35.0
386,5225.59,33,4.82,Finance,1,3433.23,0.29,0.12,1.0,23,2.85,0.43,0.13,72.0,28.0
387,5512.63,25,6.23,Technology,1,4566.36,0.21,0.27,0.66,33,2.72,0.58,0.24,67.0,33.0
388,7814.26,31,4.73,Technology,4,6511.09,0.77,0.13,0.92,16,2.68,0.44,0.49,66.0,34.0
389,6425.64,49,6.32,Retail,3,4919.14,0.14,0.2,0.95,34,2.8,0.41,0.37,78.0,22.0
390,4134.64,39,5.64,Services,1,2410.34,0.45,0.12,0.66,21,2.72,0.43,0.45,63.0,37.0
391,3652.38,23,5.37,Finance,2,2845.15,0.31,0.28,0.86,32,2.82,0.6,0.28,69.0,31.0
392,5737.88,44,3.14,Construction,0,3179.56,0.56,0.14,0.91,23,2.67,0.48,0.14,63.0,37.0
393,3019.65,43,4.27,Technology,1,1896.1,0.22,0.22,0.84,10,2.98,0.58,0.29,58.0,42.0
394,7747.19,32,6.4,Government,0,4985.03,0.64,0.12,1.0,14,2.67,0.62,0.33,73.0,27.0
395,6769.16,40,4.48,Technology,2,5260.85,0.38,0.24,0.92,21,2.5,0.46,0.35,65.0,35.0
396,4296.24,28,7.31,Construction,0,3332.13,0.37,0.25,0.87,10,3.3,0.48,0.32,67.0,33.0
397,2500.0,31,9.02,Services,2,2229.31,0.35,0.2,0.95,28,3.0,0.48,0.22,80.0,20.0
398,7030.81,46,6.48,Government,1,5453.16,0.31,0.2,1.0,30,2.67,0.42,0.32,78.0,22.0
399,4828.19,32,7.74,Construction,3,3987.84,0.34,0.24,0.72,12,2.62,0.6,0.27,65.0,35.0
400,6856.72,23,6.58,Manufacturing,1,4597.83,0.51,0.17,0.92,21,2.94,0.46,0.31,73.0,27.0
401,2608.36,34,4.7,Healthcare,3,2195.05,0.14,0.25,0.95,23,2.67,0.4,0.3,67.0,33.0
402,4100.94,34,5.8,Retail,2,2924.98,0.29,0.21,0.9,29,3.01,0.67,0.31,72.0,28.0
403,5007.87,44,8.52,Finance,4,4065.73,0.62,0.12,1.0,27,2.9,0.48,0.31,80.0,20.0
404,5070.47,35,4.71,Technology,2,3907.03,0.39,0.29,0.95,20,2.86,0.49,0.34,65.0,35.0
405,4324.9,31,3.94,Finance,2,2917.55,0.31,0.21,0.96,12,2.84,0.44,0.3,61.0,39.0
406,5934.27,43,3.8,Retail,0,3372.49,0.21,0.18,0.93,24,3.09,0.39,0.43,66.0,34.0
407,3398.57,35,5.17,Technology,1,2786.95,0.22,0.21,0.74,22,2.76,0.35,0.13,63.0,37.0
408,4786.43,28,3.99,Retail,0,2450.81,0.55,0.16,0.8,17,2.83,0.59,0.31,60.0,40.0
409,5180.44,44,8.01,Retail,0,2828.64,0.28,0.19,0.79,40,2.65,0.44,0.34,80.0,20.0
410,5771.66,36,5.82,Education,2,5383.76,0.52,0.24,0.95,25,2.92,0.3,0.33,72.0,28.0
411,6067.42,35,6.96,Finance,0,3705.9,0.25,0.23,1.0,18,2.63,0.42,0.28,74.0,26.0
412,3313.04,36,5.05,Energy,1,2870.29,0.38,0.23,0.95,19,3.04,0.47,0.48,67.0,33.0
413,2698.83,26,3.79,Services,0,1439.19,0.39,0.17,0.94,30,3.06,0.43,0.24,69.0,31.0
414,6916.52,30,3.54,Finance,0,4546.77,0.29,0.16,1.0,33,2.47,0.55,0.43,71.0,29.0
415,5498.47,35,4.14,Healthcare,0,3998.39,0.41,0.22,0.78,28,3.01,0.46,0.49,63.0,37.0
416,3877.27,33,6.02,Technology,1,2385.85,0.1,0.24,0.67,32,2.55,0.59,0.23,67.0,33.0
417,7326.73,45,6.28,Technology,0,5989.11,0.39,0.16,0.76,14,2.71,0.59,0.29,64.0,36.0
418,5173.51,36,6.4,Healthcare,1,3476.92,0.47,0.19,0.82,23,2.8,0.4,0.14,70.0,30.0
419,6768.95,41,3.27,Services,0,4744.41,0.27,0.22,0.9,14,2.71,0.43,0.19,58.0,42.0
420,5101.28,35,5.5,Energy,3,3860.92,0.43,0.2,0.95,30,2.73,0.61,0.36,74.0,26.0
421,8091.12,43,3.96,Construction,4,9052.56,0.42,0.26,0.85,31,2.96,0.53,0.29,65.0,35.0
422,7633.01,38,6.1,Healthcare,1,5712.31,0.43,0.13,0.88,16,3.01,0.57,0.24,69.0,31.0
423,4626.55,35,6.22,Technology,0,3932.57,0.2,0.13,0.88,19,2.78,0.57,0.54,70.0,30.0
424,6457.36,34,3.74,Manufacturing,0,4958.65,0.41,0.25,0.78,16,2.8,0.43,0.27,56.0,44.0
425,5968.06,27,6.95,Retail,3,5692.42,0.14,0.23,0.8,25,2.93,0.7,0.14,71.0,29.0
426,7052.95,39,9.01,Finance,2,4692.93,0.31,0.2,0.93,23,2.59,0.6,0.21,80.0,20.0
427,3552.61,34,6.75,Retail,2,2806.79,0.4,0.18,0.89,24,2.81,0.46,0.32,73.0,27.0
428,6029.08,30,5.26,Government,3,4846.36,0.43,0.22,0.78,21,2.76,0.6,0.33,64.0,36.0
429,6587.64,43,5.03,Government,3,5589.01,0.22,0.21,0.75,38,2.86,0.49,0.23,69.0,31.0
430,2500.0,24,5.19,Manufacturing,3,2160.51,0.36,0.21,0.76,31,2.57,0.51,0.18,67.0,33.0
431,3225.11,31,4.36,Government,2,2167.01,0.52,0.2,1.0,22,2.87,0.44,0.23,68.0,32.0
432,2500.0,43,5.88,Technology,3,2061.62,0.25,0.23,0.72,11,2.86,0.41,0.45,59.0,41.0
433,4595.89,37,3.79,Retail,3,3825.94,0.1,0.25,0.95,10,3.2,0.58,0.44,59.0,41.0
434,6076.31,34,2.67,Education,1,3669.33,0.48,0.25,0.94,11,2.54,0.43,0.3,56.0,44.0
435,7253.54,37,5.83,Healthcare,4,7413.54,0.26,0.22,1.0,27,3.26,0.42,0.33,74.0,26.0
436,5111.14,36,5.53,Technology,2,4123.15,0.3,0.2,0.94,22,3.18,0.47,0.31,70.0,30.0
437,7442.92,23,4.64,Education,1,5987.52,0.42,0.22,0.89,33,3.06,0.39,0.2,70.0,30.0
438,2929.85,32,3.58,Energy,1,2251.86,0.41,0.26,0.9,29,2.7,0.51,0.37,65.0,35.0
439,2500.0,47,5.93,Finance,2,1435.91,0.55,0.19,1.0,6,3.0,0.45,0.13,66.0,34.0
440,4916.68,29,4.01,Services,1,3064.74,0.36,0.19,0.95,17,2.45,0.6,0.27,64.0,36.0
441,5576.1,32,5.29,Education,3,5910.2,0.41,0.22,0.88,10,2.39,0.6,0.41,62.0,38.0
442,4950.96,30,8.15,Education,0,3606.82,0.15,0.24,0.95,20,2.68,0.5,0.22,77.0,23.0
443,2500.0,34,6.48,Manufacturing,3,1585.47,0.49,0.19,0.86,26,2.61,0.42,0.26,72.0,28.0
444,4866.32,30,3.45,Healthcare,1,3731.01,0.3,0.22,0.9,24,2.41,0.48,0.06,63.0,37.0
445,3043.3,38,3.59,Retail,0,1724.97,0.8,0.16,0.7,23,3.12,0.46,0.21,58.0,42.0
446,6004.51,36,5.73,Finance,3,3437.32,0.37,0.2,0.88,14,2.66,0.66,0.47,65.0,35.0
447,5549.9,41,3.44,Construction,0,4527.17,0.46,0.28,0.95,42,2.89,0.47,0.11,71.0,29.0
448,3590.18,26,2.5,Finance,3,3068.86,0.5,0.23,0.95,25,3.3,0.52,0.17,62.0,38.0
449,4229.2,32,6.3,Manufacturing,0,2840.74,0.39,0.17,0.9,36,2.78,0.56,0.44,77.0,23.0
450,3411.18,33,5.98,Healthcare,3,2325.13,0.47,0.17,0.96,30,2.54,0.65,0.28,76.0,24.0
451,4905.98,38,6.18,Retail,0,2623.16,0.74,0.14,0.73,28,3.17,0.46,0.23,69.0,31.0
452,6432.71,28,5.89,Retail,0,3157.41,0.29,0.28,0.82,28,2.77,0.35,0.25,68.0,32.0
453,3521.41,42,5.4,Finance,3,3624.26,0.1,0.15,0.87,19,2.97,0.51,0.24,67.0,33.0
454,5756.07,44,4.51,Healthcare,0,2795.53,0.2,0.1,0.91,19,2.3,0.61,0.23,67.0,33.0
455,4204.61,27,6.27,Manufacturing,3,4436.63,0.55,0.13,0.76,23,2.86,0.54,0.26,69.0,31.0
456,3810.69,31,7.79,Services,3,2731.2,0.33,0.2,0.9,22,2.79,0.45,0.25,75.0,25.0
457,4839.45,30,4.75,Technology,0,2551.42,0.75,0.16,0.93,6,2.73,0.47,0.33,61.0,39.0
458,3447.14,56,3.97,Government,1,2443.71,0.51,0.21,0.95,23,2.99,0.41,0.49,66.0,34.0
459,4169.53,31,3.8,Manufacturing,0,2424.91,0.3,0.22,0.65,28,2.67,0.48,0.38,58.0,42.0
460,3203.18,48,4.2,Manufacturing,1,2324.56,0.28,0.17,0.71,13,2.74,0.41,0.33,56.0,44.0
461,7947.09,24,5.8,Energy,1,4915.38,0.33,0.15,0.91,15,2.82,0.54,0.22,68.0,32.0
462,5052.9,27,2.29,Manufacturing,2,3751.18,0.1,0.25,0.77,24,2.97,0.55,0.12,55.0,45.0
463,3950.41,29,6.16,Construction,4,3175.44,0.44,0.21,0.77,27,2.75,0.51,0.34,69.0,31.0
464,5320.97,28,6.47,Manufacturing,0,3916.89,0.5,0.1,0.86,22,2.77,0.59,0.21,72.0,28.0
465,4831.51,32,2.8,Education,1,3726.97,0.25,0.12,0.77,26,2.77,0.62,0.2,60.0,40.0
466,4668.55,29,4.03,Retail,2,3780.24,0.17,0.11,0.64,25,2.77,0.64,0.12,59.0,41.0
467,5921.25,28,5.62,Services,0,4472.64,0.26,0.19,0.76,20,2.54,0.51,0.25,64.0,36.0
468,6136.26,44,5.28,Construction,2,4980.08,0.55,0.21,0.81,23,2.95,0.45,0.31,66.0,34.0
469,4204.25,44,6.28,Education,1,3088.73,0.52,0.19,0.79,23,2.97,0.3,0.23,68.0,32.0
470,4136.27,42,5.29,Healthcare,3,3430.65,0.43,0.17,1.0,24,2.47,0.45,0.38,72.0,28.0
471,4587.42,39,7.4,Manufacturing,2,3183.9,0.65,0.25,0.86,22,2.71,0.37,0.33,72.0,28.0
472,2500.0,35,5.02,Manufacturing,1,1591.14,0.15,0.22,0.85,26,3.06,0.5,0.2,67.0,33.0
